m001/  中國將抗拒重估人民幣幣值的壓力，各方將把更多焦點放在北京奧運，中國面臨非常高的期待。預測指出「僅僅變成「歷來最佳」仍不足夠，未達完美，都會令人失望。」,
m002/  報導說:「穆夏拉夫在年底前下台的機率超過五成。」,
m003/  報導說:「穆夏拉夫在美國及巴基斯坦軍方的支持者，可能會斷定他太過腐敗且造成分裂，不值得進一步支持。有一段期間會越來越不穩定，如今已無法避免。」,
m004/  穆夏拉夫風雨飄搖的二零零七年，最後幾天因為反對黨領袖碧娜芝布托遭到暗殺而飽受震撼，他明年面臨的情況還會更糟。,
m005/  預測指出，然而「他不會變成獨裁者」，因為在克里姆林宮，權力分由數人掌握。,
m006/  在其他地區，俄羅斯總統蒲亭將於明年三月選舉後任期屆滿下臺，但是他將在莫斯科保有「實權」，因為國會可能成功地通過投票將權力轉移給擔任總理的他。,
m007/  預測又說:「然而美國經濟不會迅速反彈，將會長期持續低成長，在那段期間內，美國很容易受到任何進一步經濟衝擊的影響。」,
m008/  該報預測，但美國經濟本身應該能夠避開全面性災難。它說:「二零零八年年初，美國將游走在衰退邊緣，但應該能避免陷入衰退。」,
m009/  在全球經濟方面，金融時報說，今年源自美國的信貸災難將持續下去，預測補充說「真正的最大不確定性在於是否會進一步蔓延擴大」。,
m010/  雖然特別指出希拉蕊對手歐巴馬的支持度急劇升高，但金融時報認定「她領先其他民主黨參選人的幅度大且非常穩定。即使是歐巴馬，也幾乎不可能扭轉情勢。」,
m011/  報導說:「除了大爆冷門外，民主黨總統提名人可望贏得這次選舉，而這個(布希)政府如此不得人心，希拉蕊將獲得提名。」,
m012/  金融時報說，在美國，希拉蕊「最可能」贏得十一月舉行的總統選舉。,
m013/  「金融時報」今天預測，希拉蕊將在二零零八年贏得美國總統大選，而世界最大經濟體美國將能免於陷入全面衰退。其他二零零八新年預言，總部設在英國的金融時報預測中國不會重估人民幣幣值，而巴基斯坦總統穆夏拉夫下台的機率超過五成。,
m014/  中華民國駐美代表處今天公告，明天元月一日為元旦假期，代表處比照美國聯邦政府放假一天，領務櫃臺也暫停服務。僑胞、留學生及訪美國人如有緊急事件需代表處協助，可撥求助電話。,
m015/  統計數字顯示，在今年九億兩千萬元的廣告花費中，有百分之八點二投入小型利基網站，較去年的百分之七上升。報告也預估，明年這些小型社會網絡網站的廣告比例，將佔全部廣告的百分之十。,
m016/  根據報告，廠商今年投入在大型社會網絡網站的廣告，佔所有社群網絡廣告超過七成，不過，較小的社會網絡網站廣告市場也在成長。,
m017/  以會員為常搭噴射客機環遊世界闊佬的社會網絡網站為例，只以邀請方式接受會員申請，擁有約三十萬名菁英會員，廣告大戶則包括卡地亞、博柏利、路虎等高級名牌廠商。,
m018/  另外，美國市場上也逐漸出現針對不同族群的小型社會網絡網站，例如針對夜店族群、品酒族群、離婚族群、音樂族群等設立不同網絡。這些社會網絡網站針對不同族群，成為廣告廠商投入廣告的最佳利基市場。,
m019/  大型社群網絡網站，如臉書據統計已建立五千九百萬個用戶檔案，更達上億。這些網站讓會員建立個人化網頁，與朋友分享照片、歌曲與最新資訊。,
m020/  報告作者阿霍威廉森指出，二零零七年，美國有七成的年輕人和近百分之四十的成年人，至少一個月使用一次線上社群網站。,
m021/  根據追蹤網路廣告的研究公司發佈的最新報告「社會網絡行銷:廣告花費與使用」，美國廣告商正熱切投入資金，對這些社會網絡網站進行實驗。,
m022/  隨著臉書等線上社群網絡網站成功發展並日益普及，美國市場研究報告顯示，這些網站的多樣性與利基市場在二零零七年攻佔美國廣告市場達九億兩千萬美元，較去年成長百分之一百六十九，預估二零零八年將再成長近百分之七十，達十六億美元。,
m023/  至於日前屢與綠營議員爆發口角的勞工局長蘇盈貴的特別費，也被議員盯上。國民黨團書記長林奕華表示，蘇盈貴在議會言行確有可議之處，特別費仍有討論空間。,
m024/  此外，綠軍占優勢的民政委員會，則是對與選舉相關的首長特別費有意見;郝龍斌、副市長吳秀光、民政局長黃呂錦茹的特別費，三人在選務工作扮演要角，委員會也建議特別費預算打對折。,
m025/  藍營則是強烈捍衛市長的「私房錢」，台北市議會國民黨團書記者林奕華表示不會退讓。,
m026/  民進黨籍市議員吳思瑤也舉例，國家重大慶典的插旗預算、屬民政部門的幸福專案，都可以編列在經常門預算，市府卻擬動用第二預備金支應，嚴重違反預算法七十條的規定，擬刪成三億元。,
m027/  市議會新黨召集人王鴻薇也表示，雖然新黨支持郝龍斌的施政，但市府浮濫編列第二預備金，例如以第二預備金補助低底盤公車採購預算四千五百萬元，顯然不符編列原則，身為在野黨應表達監督之責任，建議刪除第二預備金一億五千萬元的預算。,
m028/  無黨籍市議員簡余晏舉例明華園的藝文補助科目重覆編列在教委會及第二預備金，不符合第二預備金編列的原則，建議打五折。,
m029/  市府編列明年的市長第二預備金新台幣七億四千萬元，在野的民進黨、新黨及無黨籍議員皆質疑市府未循經常門預算編列，或有浪費、重覆編列之嫌，成為朝野審查重點。,
m030/  由於九十七年度台北市政府總預算是郝龍斌就任後，郝市府首度自行編列執行的預算，藍綠攻防備受矚目。不過，郝龍斌的重要施政淡水河整治項目則未被在野黨多做刁難，輕騎過關，市長的第二預備金及與選舉攸關的民政部門首長特別費則成為藍綠陣營角力的戰場。,
m031/  依照目前政黨協商的氣氛與進度，議會明天凌晨將會針對六個委員會暫擱議案進行朝野協商，明天傍晚可望協商完畢，預算將可進入三讀。,
m032/  台北市議會自二十四日起進行大會二讀審查，國民黨團發出甲級動員令，欲讓市府預算順利過關，不過，民進黨屢提出異議，議案只好暫擱。依往例，跨年夜仍挑燈夜審，到市府廣場倒數跨年後，再返回議場續審。,
m033/  台北市議會今天挑燈夜審明年度台北市政府總預算，被視為郝龍斌主要施政的整治淡水河項目輕騎過關，不過，在野黨對於被喻為市長「私房錢」的第二預備金編列方式有意見，此外，綠軍占多數的民政委員會也刪除首長特別費，因此，第二預備金與部分特別費將成大會表決焦點。,
m034/  為遏止更多暴力衝突，當局已經禁止電視實況轉播選舉相關的新聞。,
m035/  自從本月二十七日的大選以來，全國至少已有一百二十四人喪命。這次選舉讓原本較穩定的非洲民主國家肯亞面臨動盪崩潰的邊緣。,
m036/  一名高階警官表示，奈洛比幾個貧民窟也發生衝突事件，四十多人喪生。,
m037/  肯亞西部地區昨晚因部落動亂、警方和掠奪者及反對陣營分子發生衝突，至少六十四人喪命。,
m038/  而歐丁嘉本預定今天在一場大規模集會中，自行舉行就職儀式，但由於全國各地爆發暴力衝突，這名反對黨領袖將集會時間延至一月三日。,
m039/  雖然遭到涉嫌選舉舞弊的廣泛指責，吉巴基昨天已經正式宣誓就職，展開第二個任期。,
m040/  在敗北的反對黨總統候選人歐丁嘉拒絕承認現任總統吉巴基當選連任後，肯亞爭議性的總統大選引發新一波暴力衝突，今天已造成一百多人喪命。,
m041/  他說，目前台灣大部分項目都已開放，只有少數項目限制外國人持股比例，例如電信、有線電視等產業。台灣已向美方答覆希望繼續推動，目前正在等待美方答覆，希望愈快愈早，儘速促成雙邊簽署。,
m042/  鄧振中說，今年度台美雙方舉行過五次視訊會議，雙方代表就協定觀念、涵蓋範圍等細節進行討論。今年秋天，美方希望台灣提出開放項目清單。,
m043/  前台北市美國商會會長柯星漢在今天出爐美國商會雜誌評論指出，台美官員過去一年努力為自由貿易協定的僵局解套，選項之一就是「雙邊投資協定」。鄧振中晚間接受中央社記者訪問，提及目前雙方談判最新進度。,
m044/  蘇煥智說，舉辦跨年晚會的「陽光電城」未來會是全國最先進的太陽能社區，明年的台灣燈會也將在此舉辦，南科特定區的發展也將呈現在全國民眾的眼前，歡迎全國民眾屆時都能前來參觀台灣燈會。,
m045/  晚會由藝人楊千霈與洪都拉斯擔任主持人，並邀請創作歌手張懸開場演唱，接著由范瑋琪、飛輪海、張峰奇、辛曉琪、羅美玲、蔡旻佑等藝人接力演唱，最後由黃立行陪同蘇煥智及縣府一級主管一起倒數計時，倒數後的壓軸演唱則由在台南獨家登場的鋼琴王子蕭敬騰擔綱。,
m046/  台南縣跨年晚會活動從接近傍時間開始，就有許多歌迷前往排隊，並在縣府服務台領取祈福竹片，寫下新年新希望，掛在入口處的祈福許願牆。,
m047/  台南縣政府今晚在南科特定區陽光電城舉辦「二零零八台南縣首平祈福跨年晚會」，吸引上萬名眾前往參加。縣府安排許多超人氣歌手及團體前往演唱，縣長蘇煥智打扮成「太陽勇士」造型，率領縣府一級主管與民眾一起倒數計時，迎接二零零八年的到來。,
m048/  針對公民投票的一階段、二階段領投票爭議，台北縣選舉委員會今天舉行委員會議，因應社會輿論的變動，以及兼顧社會秩序安寧，決議立委選舉與公民投票採取「兩階段領票、一階段投票」的方式進行。各領票桌間隔至少一公尺，讓立委選舉與公投無法產生連動性。,
m049/  行政院發言人謝志偉晚間證實，行政院長張俊雄今天批定撤換台中市選委會主委蕭家旗和台北縣選委會主委鄧民治。據瞭解，接任人選分別為民主進步黨籍的中市選委會委員薛秋發、北縣選委會委員張清芳。,
m050/  台北縣選舉委員會主委鄧民治今晚遭行政院撤換，他在受訪時表示，至今尚未接到公文，仍是行政院派任的選委會主委;政府單位人事一切以公文書面為準，在沒有接到人令公文之前，不表示意見。,
m051/  替歐巴馬站台助選的北達柯達州參議員康拉德就以伊戰為例，有人批評歐巴馬不夠經驗，但事實上，歐巴馬已經有足夠經驗做出正確判斷，那些自稱有經驗的人卻做錯事，要人民付出代價。,
m052/  至於對手弱點方面，歐巴馬提醒選民，民主黨內真正反對美國對伊拉克開戰的參選人是他，希拉蕊以及愛德華茲都投票支持布希總統的伊戰政策，但他自己當初就是反戰而當選伊利諾州州參議員。,
m053/  歐巴馬的反駁受到現場愛州民眾的鼓勵，他繼續說，對手也攻擊他個性太溫和不懂得善用憤怒，但在華盛頓，太多人趕熱潮對共和黨宣戰，華府不缺乏怒氣，民眾不需要更多的怒氣來升高溫度，民眾需要光明來指引方向。,
m054/  歐巴馬強調，愛州選民必須了解何謂真正的賭運氣，「那就是一群同樣的老人，一年又一年做同樣的事情，還聲稱會有不同的結果」。,
m055/  他說，有人批評他在華盛頓的時間還太短，只有三年，選民會覺得不夠經驗，尤其他的言行還不夠成熟像其他參選人，他也暗指希拉蕊攻擊他「投票給歐巴馬，像在擲骰子賭運氣」。,
m056/  歐巴馬三十日透過「國家廣播公司」新聞網「與媒體有約」專訪，全力反駁自己太年輕的論點，他承認，對手散播這樣的說法「可能發生作用」。,
m057/  愛阿華州將在一月三日舉行初選投票，目前民調顯示，民主黨在愛州呈現三強鼎立局面，歐巴馬、希拉蕊、與前參議員愛德華茲纏鬥，而希拉蕊與愛德華茲近日猛批歐巴馬太年輕，擔任參議員僅三年，不夠資格擔任美國總統。,
m058/  美國總統初選愛阿華州黨團會議即將在三天後投票，民主黨參選人黑人參議員歐巴馬三十日全力辯駁缺乏經驗的說法，他承認對手這樣攻擊發生作用，他聲言，自己多年社區組織工作足夠讓他成為最合格的民主黨總統人選。,
m059/  不過，就一般資產管理公司，投言業者，均有風險控管的機制，相信單一經理人要獨自操作為所欲為或者與市場有所勾結，並不容易，一般投信業者大都還是會選擇善良管理經理者。,
m060/  寶來投信投資研究處副總胡曼玲表示，就立法精神可讓市場機能更公平自由，當然樂觀其成，不過，也讓市場派操控的空間加大，如何嚴防「惡意併購」弊端恐怕是另一個議題。,
m061/  金管會研擬修正「證券投資信託事業管理規則」，使投信基金經理人可依受益人最大權益，行使持有股票公司的投票表決權，擺脫依法只能受董事會公司派左右的現狀。,
m062/  最後則是在紐約時報廣場，數以萬計的民眾將參與狂歡派對迎接新年。,
m063/  在歐洲，估計超過三十五萬人將聚集在倫敦泰晤士河兩岸，觀看壯觀的煙火表演，而在愛丁堡也將舉行傳統大型除夕慶典。不過英國警方也呼籲飲酒不要過度，媒體則預期午夜過後各地民眾嘻鬧的行為將增加。,
m064/  在日本，新年是一年中闔家團聚的重要節日，今年卻因為天候不佳而讓節慶氣氛受到影響，估計七千三百人受困機場。,
m065/  在新加坡，根據「海峽時報」報導，預計十六萬民眾聚集在濱水區，觀看八分鐘煙火表演。,
m066/  在中國，國營媒體報導，國家主席胡錦濤發表新年文告，呼籲世界和平與發展。,
m067/  而在台灣，主辦單位表示，儘管天氣寒冷，估計多達六十萬群眾聚集在台北一零一大樓附近一同迎接新年。,
m068/  在曼谷，鑑於去年十二月三十一日跨年時泰國首都曼谷傳出炸彈攻擊造成三人死亡，今年當局加強安全戒備，但警方向上街頭慶祝的一萬多名群眾保證，並無新的攻擊威脅。,
m069/  民眾在雪梨狂歡，享受二零零八年的開頭數分鐘，不過亞太地區其他大城的群眾今晚也相繼向二零零七年告別。,
m070/  雪梨港大橋的巨型鋼鐵拱門再度成為煙火表演的主軸，巨型霓虹計時器顯示出時光流逝的主題。,
m071/  在澳洲最大城雪梨，時間一過午夜，巨大的紅色與綠色煙火光芒立刻照耀溫暖的夜空，歡慶新年的民眾在公園裡搶好位置，以觀賞耀眼眩目的煙火秀。,
m072/  蔣家第四代蔣友柏認為，國家若承認兩蔣是中華民國總統或台灣國總統，是這塊土地歷史的一部分，則應比照前總統嚴家淦移靈到五指山;否則就由家屬自己處理，尊重遺言把遺體燒成骨灰送回浙江溪口安葬。,
m073/  蔣家家屬蔣孝嚴則說，立委選後將拜會前行政院長郝柏村，盼他出面召集蔣家後代共商相關事宜。,
m074/  對於兩蔣移靈事宜，蔣家媳婦蔣方智怡曾表示，不會移靈到五指山公墓，因為前總統蔣經國曾說，希望可以葬在母親旁，也就是中國浙江奉化。,
m075/  據了解，兩蔣靈寢撤哨後，行政院評估幾個因應方案，辦理移靈是方案之一，由桃園縣政府接管也是方案之一。行政院高層表示，如果蔣家家屬確定不移靈，才會有誰來接管的問題，但接管問題牽涉很廣，地方政府是否有接管能力，沒有人知道。,
m076/  他說，在蔣家家屬取得共識前，國防部將維持園區現狀，派憲兵定時巡邏，加強安全監管，地方警力也會配合維安工作。,
m077/  行政院政務委員黃輝珍今天說，各界密切關注和討論兩蔣移靈議題，尚未形成共識前，陵寢移交的相關研議自應暫緩，並且不對外開放;政府目前傾向優先研議兩蔣移靈問題，如果蔣家家屬取得共識，政府會全力照原計劃全力配合;在移靈完成前，國防部繼續就陵寢安全做好維護工作。,
m078/  他表示，中央只有同意的核派權，不能修改規章後，追溯以前的行政行為，況且十月三十一日台中市選委會第二二二次委員會議決議採取二階段領投票，是由時任主委的台中市長胡志強主持會議，他接任代理主委後執行委員會決議，何錯之有?,
m079/  蕭家旗說，若他的主委職真的被撤換，過程並不符法定程序，他將在收到正式公文後依法定程序申訴，採取行政救濟。,
m080/  蕭家旗晚間九時多陪同國民黨總統參選人馬英九參加台中市跨年晚會，才步下舞台就聽到已遭政院撤換的消息，忙著打電話查證，但辦公室尚未接獲電子公文。,
m081/  台中地檢署檢察官今天指揮海巡等司法單位，分別前往大里市公所等八處地點搜索，查扣部分與賄選疑案有關的證物，同時約談林仲毅等十五人訊問或作證。,
m082/  她說:「可以回到這裡贏得第一輪比賽，真的很困難，因為佩特洛娃是全球一等一的好手。我今天對自己感到驕傲。」,
m083/  但今年對上佩特洛娃時賈嬪並沒有遭遇這樣的問題，面對對方的抽球均能順利追擊，並且利用自己涵蓋球場的防禦，力克來自俄國的強敵。,
m084/  義大利網球女將賈嬪今天在澳洲女子硬地網球賽首輪，以五比七、七比五和六比三，擊敗名列大會第二種子的俄羅斯好手佩特洛娃。,
m085/  麥當勞表示，這是繼餐廳、得來速提供二十四小時不打烊服務後，進一步提昇麥當勞「方便平台」，讓消費者感受全天候外送服務，「歡樂送」服務不限最低外送金額，相關資訊，可參考台灣麥當勞網站。,
m086/  台灣夜生活消費蓬勃發展，「都會夜貓族」已成為最流行的新興消費族群。為了更貼近消費者生活型態，台灣麥當勞公司今天宣布，自二零零八年一月一日起，在台北、台中及高雄三大都會區推出二十四小時「歡樂送」。消費者只要打一通訂餐專線，三十分鐘內就可享用美味餐飲。,
m087/  公職人員選舉罷免法第八條規定，直轄市、縣市選舉委員會隸屬中央選舉委員會，各置委員若干人，由中選會提請行政院院長派充之，並指定一人為主委。,
m088/  不過，行政院下午發出撤換蕭家旗和鄧民治的公文。謝志偉表示，這兩個縣市選委會主委已達撤換標準，行政院公文發出去前，他們沒有任何表示，行政院的公文流程不會等人。,
m089/  明年立委併公投領投票爭議引發關注，原本堅持二階段投票的國民黨，二十九日宣示接受中選會一階段投票版本。,
m090/  行政院高層受訪表示，這兩個縣市選委會主委先前的公開發言態度強硬，「沒有把中央放在眼裡」，例如蕭家旗今天還表示不會認錯、更不會道歉，行政院當然要處理。,
m091/  她說:「我擁有許多機會，我沒拿下的局末點也不少，因此得分原本能有些不同。」,
m092/  戴凡波目前世界排名七十二，尚落後葛蘭維爾的六十一，但她曾三度在大滿貫賽封后的實力，相信沒有人會懷疑。,
m093/  非種子的戴凡波輕鬆以六比二，六比三擊敗同胞選手葛蘭維爾。,
m094/  立委選舉是總統大選的前哨戰，國民黨秉持「頭過身就過」的原則，立委選舉沒有輸的本錢，即使馬營有不同意見，主導立委選戰的國民黨中央在贏得最多席次的考量下，拒領公投票的策略是「箭在弦上、不得不發」，國民黨壓箱寶盡出，就看選民是否買帳。,
m095/  馬英九幕僚指出，四年前公投綁大選，連宋敗給陳呂的前車之鑑，讓人不能不心存警戒，黨中央推動拒領公投票，的確擔心是否會波及明年三月二十二日的返聯公投，影響總統大選選情。不過，在黨中央定調僅拒領立委選舉公投票後，馬英九終於表達「尊重國民黨的政策」。,
m096/  不過，這場拒領公投票的戲碼中，馬英九的態度也讓外界好奇。馬英九一直到昨天仍強調會領取反貪腐公投票。接近馬英九人士說，馬英九直到二十九日才聽到拒領公投票的消息，馬英九今天一早和吳伯雄會面後敲定，「馬英九尊重黨中央針對一月十二日立委選舉和公投的主張」。,
m097/  另外，新黨與紅黨等泛藍小黨推動的拒領公投票，已經威脅國民黨的政黨票，適時推出拒領公投票，黨內形容這是為「淹沒小黨的聲音」，除了重振泛藍共主的地位外，更是為政黨票積極催票。,
m098/  拒領公投票除了凸顯國民黨的訴求，徹底與民進黨分道揚鑣外，更有保持投票的平順，確保國民黨立委選舉成果的功效。即使投票出亂子，就如同黨主席吳伯雄所說，如果未來選舉有任何紛爭混亂，將由行政院與民進黨負全部責任，國民黨已從領投票爭議脫身。,
m099/  領投票爭議造成藍綠高度對峙，這項屬於純選務技術的爭議，引發民眾的反感，甚至傳出不投票的反應。黨內民調顯示，只有三分之一的選民在乎公投，因此棄守二階段，拒領公投票，也成了確保大好立委選情的必要措施。,
m100/  立委選前兩週，今天國民黨公開呼籲選民拒領公投票，黨內人士指出，此舉除讓國民黨擺脫領投票爭議的泥淖，徹底和民進黨分道揚鑣，以確保目前的優勢選情外，更有排除泛藍小黨分食政黨票的企圖，盼全力催出政黨票。,
m101/  他指出，數年前由於投資人高度看好房地產，房價持續飆升，很多美國民眾天真認為房價永遠不可能下跌，但現在真的很可能陷入衰退，「這是典型的泡沫現象」。,
m102/  數年前席勒創造「非理性亢奮」一詞，並被前美國聯準會主席葛林斯潘引用，聲名大噪。,
m103/  報導指出，下週史坦普凱斯席勒房價指數顯示，今年十月份美國房價指數跌幅創下六年多來最大單月跌幅，位在邁阿密的房屋價值大跌百分之十二。,
m104/  席勒說，目前美國期貨市場行情已經反應短期房價下跌的趨勢，史坦普房價指數已經下跌近百分之十四。「未來五年，房價期貨合約在諸如佛羅里達州、加州及拉斯維加斯等地區，將慘跌百分之三十五，美國的經濟衰退可能將延續數年的時間」。,
m105/  席勒是美國知名史坦普凱斯席勒房價指數創辦人之一，他說，「美國房地產價值已下跌一兆美元(約新台幣三十三兆元)，未來幾年房地產價格非常可能再下跌到三倍，房價暴跌的問題比次級房貸還嚴重，現在我們說的是數兆美元的損失」。,
m106/  耶魯大學經濟學教授席勒指出，美國經濟很可能步上日本的後塵，隨著房貸連續下跌數年，經濟可能因此陷入衰退。,
m107/  金門跨年晚會，邀請知名藝人黃小柔主持，參加表演的有木吉他雙人民歌演唱、台語實力派歌手方怡萍、國語歌手許嘉凌、辣妹熱舞、樂團、嘻哈舞團，現場熱歌勁舞，學生們釋放熱情，氣氛強強滾，讓歲末寒冬的金門，越夜越美麗。,
m108/  福建省主席陳景峻、金門縣長李炷烽、縣議長謝宜璋、金防部指揮官楊天嘯中將、立法委員吳成典等到場向民眾賀年，首次在金門跨年的陳景峻，祝福大家新年快樂、萬事如意。,
m109/  不同於去年的紅色大衣架，今年懸掛在雪梨海港大橋上的主題燈飾為時光沙漏，正好切合「榮耀時光」主題。隨著午夜時分逼近，現場氣氛一度顯得焦躁，但雪梨海港大橋週邊燈火頓時熄滅，只見兩側橋墩反射出的倒數時間，民眾的焦躁情緒立刻變得興奮，全場同聲倒數迎接二零零八年的第一刻的同時，璀璨煙火瞬間照亮整個雪梨夜空，民眾歡呼聲此起彼落，為這場跨年煙火秀劃上美麗句點。,
m110/  「榮耀時光」跨年活動正式於當地時間晚上八點(台灣時間晚間五點)以澳洲原住民歡迎儀式揭開序幕，之後每五分鐘以雷射特效在雪梨海港大橋上反射出各式各樣圖案營造派對氣氛、調足觀眾胃口。同時為了配合孩童就寢時間，主辦單位九點先進行小型的家庭煙火秀熱身，帶動整晚第一波高潮。,
m111/  雪梨市政廳為了一雪前兩年「小氣」、「氣氛不夠嗨」的批評，今年特地斥資一百三十萬澳幣(折合新台幣約三千七百萬元)、準備三千多公斤的火藥打造讓人驚豔的跨年煙火秀。,
m112/  不似南澳熱浪襲人或是黃金海岸暴風雨，雪梨今天氣候溫煦宜人，許多民眾因此一早即攜家帶眷或是和三五好友到雪梨海港大橋週邊打地舖、野餐，「霸佔」各個絕佳觀賞煙火位置，勢必不錯過這場年度派對。,
m113/  三星彩正彩中獎號碼為七四三，正彩有十三注中獎，各得獎金一萬兩千五百元，組彩中六組彩有兩百七十九注中獎，各得獎金兩千元，對彩有八百五十二注中獎，各得獎金七百五十元。,
m114/  他說:「申報工作在外界眼中將測試平壤是否真的願意成為無核武國家。鑒於當前的僵局，北韓必然還沒做出戰略決定。」,
m115/  申報作業的狀況尚不清楚，但某些分析家預期將延遲數月。,
m116/  由美國出資並監督的去功能化作業，由於技術性理由，預料已無法在最後期限前完成。但根據日本共同社報導，北韓也告訴美國，北韓已減少負責去功能化作業工人的輪班時間。,
m117/  溪洲部落目前有四十二戶一百八十多人。因為位於新店溪行水區，縣政府即將拆遷，輔導住民進駐三峽原住民文化園區。台北縣政府原住民行政局今天表示，到明年執行拆除作業前，仍會保留部落居民進住的資格。依據縣府水利局的執行計畫，拆除作業將在明年汛期，也就是五月一日以前執行。,
m118/  至於新年新希望，張祖淼表示，最切實際的就是希望外界體會居民就地安置的心情，「不要拆我們的部落」就是最大的希望。,
m119/  晚會中，還有楓香舞蹈團、明日之星舞蹈團及方舟舞蹈團等基隆在地的藝文團體也賣力演出，主辦單位同時還提供二零零八奧運紀念金幣套組、台北至曼谷七天六夜精緻旅遊套裝行程、台北至曼谷免費機票、長榮桂冠酒店住宿券，以及高級護膚禮盒、晶鑽戒指、電磁爐等多項大獎，供民眾憑活動傳單摸彩聯參加摸彩。,
m120/  「活力基隆嗨翻天」跨年活動晚間，晚間在東四碼頭展開，跨年晚會由藝人黃子佼及李佩甄主持，現場還邀知名歌手蔡健雅、蘇慧倫、戴佩妮、張智成、戴愛玲、王宏恩、樂團等偶像歌手與市民一同歡喜迎接新年。,
m121/  歐盟會員國領袖十四日在布魯塞爾召開高峰會時，雖承諾將在解決柯索伏未來地位上扮演領導角色，並決定派遣民間工作團前往柯索伏，以防範當地發生暴力行動，但包括斯洛維尼亞、羅馬尼亞、西班牙與希臘等歐盟國家，仍對柯索伏走向獨立可能引起歐洲其它地區的分離運動表示擔心;而賽普勒斯則已表明反對柯索伏獨立的立場。,
m122/  然而二十六歲的小威經驗老到，展現過人膽量，最後以六比零、二比六和七比五取勝。,
m123/  小威第一盤靠著重砲發球與強勁底線抽球，以六比零力克沙伐洛娃。但第二盤沙伐洛娃反擊取勝，比賽進入決勝第三盤。,
m124/  世界排名第七的小威才搭機抵達伯斯略微超過二十四小時，就立刻展開今年球季首場比賽，鏖戰三盤擊敗對手沙伐洛娃;小威說，她仍渴望重登世界排名第一寶座。,
m125/  美國網球女將小威廉絲不受時差影響，今天在霍普曼杯網球賽中，率領美國以三戰全勝戰績擊敗捷克。,
m126/  主持人侯昌明說，站上台的人都要唱個歌，馬英九、蕭家旗、立委蔡錦隆及多名台中市議員，就一起合唱「月亮代表我的心」，唱完後，馬英九接著祝福大家「民國九七人人得意、二零零八家家大發」後即離場。,
m127/  馬英九一出場向現場觀眾問好時就出槌，先說台北市民好，驚覺不對，馬上改口說台中市民好，一旁的台中市副市長蕭家旗緩頰說，因為去年台中市跨年晚會與台北市連線，馬英九當成還在兩地連線，蕭家旗也與馬英九一樣，先向台北市民問好，再向現場的台中市民問好。,
m128/  台中市跨年晚會今年邀請演出的卡司超強，台中體育場都被人群擠爆，在小天后蔡依林、羅志祥、張韶涵等多名藝人表演後，馬英九在晚上九時十分趕到晚會現場，向台中市民問好。,
m129/  台中市跨年晚會今晚在台中體育場登場，國民黨總統參選人馬英九在晚上九時十分現身晚會，還與台中市副市長蕭家旗上台高歌一曲「月亮代表我的心」，不過，馬英九今晚連趕多場跨年晚會，在向台中市民問好時「出槌」，先喊出「台北」市民好，發現出錯，隨即改口台中市民好。,
m130/  他說，國民黨一定要努力贏回執政權，才能實踐對人民的幸福承諾。在未來的選舉中，國民黨必須確保民主的公平正義，不能讓執政者的「奧步」得逞。,
